,Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtFinType1,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,SalePrice,OverallCond_bin,FullBath_bin,ExterQual_bin,KitchenQual_bin
473,1004,90,RL,NWAmes,1Story,5,1976,1976,VinylSd,VinylSd,BrkFace,CBlock,TA,Unf,1680,8,0,Detchd,Unf,2,528,136905,0,1,1,1
474,1035,30,RL,Crawfor,1Story,5,1938,1950,MetalSd,MetalSd,None,PConc,Fa,Unf,954,5,1,Basment,Unf,1,240,119750,0,0,1,1
475,1053,60,RL,NAmes,2Story,6,1964,1978,VinylSd,VinylSd,BrkCmn,CBlock,TA,Rec,1977,9,1,Attchd,RFn,2,540,165000,0,0,1,1
476,1071,20,RL,NAmes,1Story,5,1956,1956,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1048,6,0,Attchd,Unf,1,286,135000,1,0,1,1
477,1165,80,RL,Veenker,SLvl,5,1978,1978,Plywood,Plywood,None,PConc,Gd,ALQ,1432,5,1,Attchd,Unf,2,588,194000,0,0,1,0
478,1226,80,RL,NAmes,SLvl,6,1958,1958,VinylSd,VinylSd,BrkFace,CBlock,TA,GLQ,1138,6,0,Attchd,RFn,1,264,145000,0,0,1,1
479,1242,20,RL,Somerst,1Story,7,2007,2007,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1689,7,0,Attchd,RFn,3,954,248328,0,1,0,0
480,1313,60,RL,NoRidge,2Story,8,1990,1990,Wd Sdng,Wd Sdng,BrkFace,PConc,Ex,GLQ,2810,9,1,Attchd,RFn,2,750,302000,1,1,0,0
481,1341,20,RL,NAmes,1Story,4,1971,1971,MetalSd,MetalSd,None,CBlock,TA,Unf,872,5,0,Detchd,Unf,4,480,123000,1,0,1,1
482,1425,20,RL,NAmes,1Story,5,1958,1983,HdBoard,HdBoard,None,CBlock,TA,ALQ,1344,6,1,Detchd,Unf,1,484,144000,1,0,1,1
483,16,45,RM,BrkSide,1.5Unf,7,1929,2001,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,854,5,0,Detchd,Unf,2,576,132000,0,0,1,1
484,42,20,RL,Timber,1Story,5,1959,1959,VinylSd,VinylSd,None,CBlock,TA,BLQ,1328,5,2,Attchd,RFn,1,308,170000,0,0,1,1
485,48,20,FV,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,None,PConc,Gd,GLQ,1656,7,0,Attchd,RFn,3,826,249700,1,1,0,0
486,51,60,RL,Gilbert,2Story,6,1997,1997,VinylSd,VinylSd,None,PConc,Gd,GLQ,1470,6,0,Attchd,Fin,2,388,177000,0,1,1,1
487,84,20,RL,NAmes,1Story,5,1960,1960,MetalSd,MetalSd,BrkCmn,CBlock,TA,Unf,1065,6,0,Detchd,Unf,2,461,126500,1,0,1,1
488,115,70,RL,Crawfor,2Story,6,1945,2002,Wd Sdng,Wd Sdng,None,CBlock,TA,ALQ,2320,9,1,Detchd,Unf,1,180,259500,0,1,1,0
489,133,20,RL,NAmes,1Story,5,1959,2002,MetalSd,MetalSd,None,CBlock,TA,Rec,1327,7,0,Detchd,Unf,2,624,150750,0,0,1,0
490,137,20,RL,NAmes,1Story,5,1967,1967,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1214,5,1,Attchd,RFn,1,318,143000,1,1,1,1
491,180,30,RM,OldTown,1Story,5,1923,2006,Wd Sdng,Wd Sdng,None,CBlock,TA,Unf,968,5,0,Detchd,Unf,2,480,100000,0,0,0,1
492,285,120,RL,SawyerW,1Story,6,1992,1992,Plywood,ImStucc,None,PConc,Gd,GLQ,1575,5,0,Attchd,RFn,2,529,179200,1,1,0,0
493,290,70,RL,BrkSide,2Story,6,1915,2003,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,1396,7,0,Detchd,Unf,1,384,153575,0,0,1,1
494,306,20,RL,CollgCr,1Story,8,2004,2005,CemntBd,CmentBd,Stone,PConc,Gd,GLQ,2000,8,0,Attchd,Fin,3,888,305900,1,1,0,0
495,337,20,RL,StoneBr,1Story,9,2005,2006,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,1922,8,1,Attchd,Fin,3,676,377426,1,1,0,0
496,375,60,RL,CollgCr,2Story,7,2003,2004,VinylSd,VinylSd,None,PConc,Gd,Unf,1928,8,1,BuiltIn,Fin,2,434,219500,1,1,0,0
497,393,20,RL,NAmes,1Story,5,1959,1959,MetalSd,MetalSd,None,Slab,TA,Unf,882,5,0,Attchd,RFn,1,294,106500,0,0,1,1
498,395,50,RL,OldTown,1.5Fin,5,1940,1950,MetalSd,MetalSd,None,CBlock,TA,Unf,1034,5,0,Detchd,Unf,1,240,109000,0,0,1,1
499,398,60,RL,NAmes,2Story,5,1962,1962,VinylSd,VinylSd,BrkFace,CBlock,TA,ALQ,1812,8,1,Attchd,RFn,1,264,169500,1,1,1,1
500,453,60,RL,Timber,2Story,6,1996,1997,VinylSd,VinylSd,BrkFace,PConc,Ex,ALQ,1756,7,0,Attchd,Fin,2,422,204000,1,1,0,1
501,474,20,RL,NridgHt,1Story,8,2006,2007,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,1976,7,1,Attchd,RFn,3,908,440000,1,1,0,0
502,476,20,RL,Sawyer,1Story,5,1963,1963,HdBoard,HdBoard,None,CBlock,TA,GLQ,970,5,0,Detchd,Unf,2,624,132500,0,0,1,1
503,529,30,RL,Edwards,1Story,4,1920,2002,Wd Sdng,Wd Sdng,None,BrkTil,TA,ALQ,605,5,0,Attchd,Unf,0,0,86000,0,0,1,1
504,612,80,RL,NWAmes,SLvl,6,1978,1978,HdBoard,HdBoard,BrkFace,CBlock,Gd,ALQ,1032,6,1,Attchd,Unf,2,564,148000,0,1,1,1
505,619,20,RL,NridgHt,1Story,9,2007,2007,CemntBd,CmentBd,BrkFace,PConc,Ex,GLQ,1828,9,1,Attchd,Unf,3,774,314813,1,1,0,0
506,634,20,RL,NAmes,1Story,5,1954,2005,Wd Sdng,Wd Sdng,None,CBlock,TA,BLQ,1056,6,0,Attchd,Unf,1,260,139400,0,0,1,1
507,684,20,RL,CollgCr,1Story,9,2002,2002,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1668,7,1,Attchd,Fin,3,702,285000,1,1,0,0
508,709,60,RL,Gilbert,2Story,7,2007,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1456,8,1,Attchd,Fin,2,400,179540,1,1,0,0
509,717,70,RM,OldTown,2Story,7,1890,1998,Wd Sdng,VinylSd,None,BrkTil,TA,Unf,2554,8,0,Detchd,Unf,2,704,159500,0,0,1,1
510,774,20,RL,NAmes,1Story,5,1958,1958,Wd Sdng,Wd Sdng,None,CBlock,TA,Rec,912,5,0,Attchd,RFn,1,275,114500,1,0,1,1
511,775,20,RL,NridgHt,1Story,8,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1973,9,1,Attchd,Fin,3,895,395000,1,1,0,0
512,790,60,RL,ClearCr,2Story,6,1966,2007,HdBoard,HdBoard,BrkFace,CBlock,TA,LwQ,2087,9,0,Attchd,Fin,2,444,187500,0,1,1,0
513,802,30,RM,IDOTRR,1Story,4,1916,1990,MetalSd,MetalSd,None,CBlock,TA,LwQ,1196,5,0,Detchd,Unf,2,440,109900,0,0,1,1
514,844,90,RL,NAmes,1Story,5,1961,1961,BrkFace,BrkFace,None,CBlock,TA,Unf,1800,10,0,Attchd,Unf,0,0,141000,0,1,1,1
515,891,50,RL,NAmes,1.5Fin,5,1949,2006,MetalSd,MetalSd,None,CBlock,TA,Unf,924,6,1,Detchd,Unf,2,576,122900,0,0,1,1
516,921,60,RL,SawyerW,2Story,6,1994,1994,HdBoard,HdBoard,BrkFace,PConc,Gd,GLQ,1721,7,0,Attchd,RFn,2,471,201000,1,1,0,0
517,951,20,RL,NAmes,1Story,5,1950,2002,VinylSd,VinylSd,None,CBlock,TA,ALQ,864,5,0,Detchd,RFn,2,720,129000,0,0,1,0
518,963,160,RL,NPkVill,2Story,6,1976,1976,Plywood,Brk Cmn,None,CBlock,Gd,ALQ,1548,7,1,Detchd,Unf,2,440,155000,0,1,1,0
519,966,60,RL,Gilbert,2Story,6,2005,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1484,8,1,Attchd,Fin,2,393,178900,1,1,0,0
520,993,60,RL,NAmes,2Story,6,1964,1993,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,BLQ,1851,7,1,Attchd,RFn,2,440,187000,0,1,1,0
521,1076,70,RL,Crawfor,2Story,7,1940,1984,Wd Sdng,Wd Sdng,None,CBlock,TA,BLQ,1740,6,2,Attchd,Unf,1,240,219500,0,0,1,1
522,1102,20,RL,NAmes,1Story,5,1971,1971,HdBoard,MetalSd,None,CBlock,TA,BLQ,950,5,0,Detchd,Unf,1,280,119500,1,0,1,1
523,1125,80,RL,Gilbert,SLvl,7,1992,1992,HdBoard,HdBoard,BrkFace,PConc,Gd,Unf,1482,7,1,Attchd,Fin,2,392,163900,1,1,1,0
524,1129,60,RL,Gilbert,2Story,7,2004,2005,VinylSd,VinylSd,None,PConc,Gd,Unf,1959,8,1,BuiltIn,Fin,2,434,215000,1,1,0,0
525,1156,20,RL,Veenker,1Story,5,1976,2004,Plywood,Plywood,None,CBlock,Gd,ALQ,1437,6,1,Attchd,RFn,2,528,218000,0,1,0,0
526,1183,60,RL,NoRidge,2Story,10,1996,1996,Wd Sdng,ImStucc,None,PConc,Ex,GLQ,4476,10,2,Attchd,Fin,3,813,745000,1,0,0,0
527,1193,50,RM,OldTown,1.5Fin,5,1925,1994,VinylSd,VinylSd,None,PConc,TA,Unf,1472,6,0,Detchd,Unf,1,250,125000,0,0,1,0
528,1254,60,RL,Veenker,2Story,7,1974,2003,Wd Sdng,Wd Sdng,None,CBlock,TA,LwQ,2167,9,2,Attchd,RFn,2,518,294000,0,1,0,0
529,1264,70,RL,BrkSide,2Story,6,1919,1950,Wd Sdng,Wd Sdng,None,PConc,TA,Unf,1824,8,1,Detchd,Unf,2,520,180500,0,0,1,1
530,1270,50,RL,NAmes,1.5Fin,5,1958,1958,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1524,7,0,Attchd,Unf,1,315,144000,1,0,1,1
531,1276,90,RL,NAmes,2Story,5,1948,1950,AsbShng,AsbShng,Stone,CBlock,TA,Rec,1920,10,0,Detchd,Unf,2,400,137000,1,1,1,1
532,1345,60,RL,CollgCr,2Story,7,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1456,8,1,Attchd,Fin,2,440,155835,1,1,0,0
533,1346,30,RM,OldTown,1Story,4,1920,1950,MetalSd,MetalSd,None,PConc,TA,ALQ,960,5,0,Detchd,Unf,1,308,108500,0,0,1,1
534,7,20,RL,Somerst,1Story,8,2004,2005,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,1694,7,1,Attchd,RFn,2,636,307000,1,1,0,0
535,14,20,RL,CollgCr,1Story,7,2006,2007,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1494,7,1,Attchd,RFn,3,840,279500,1,1,0,0
536,35,120,RL,NridgHt,1Story,9,2005,2005,MetalSd,MetalSd,BrkFace,PConc,Ex,GLQ,1561,6,1,Attchd,Fin,2,556,277500,1,1,0,0
537,90,20,RL,CollgCr,1Story,4,1994,1995,VinylSd,VinylSd,None,PConc,Gd,GLQ,990,5,0,Attchd,Unf,0,0,123600,1,0,1,1
538,107,30,RM,OldTown,1Story,4,1885,1995,VinylSd,VinylSd,None,BrkTil,Fa,Unf,1047,6,0,Detchd,Unf,1,273,100000,0,0,1,1
539,109,50,RM,IDOTRR,1.5Fin,5,1919,2005,CemntBd,CmentBd,None,CBlock,TA,Unf,1517,7,0,Attchd,Unf,0,0,115000,0,1,1,1
540,242,30,RM,OldTown,1Story,5,1945,1997,VinylSd,VinylSd,None,CBlock,TA,ALQ,866,4,0,Attchd,Unf,0,0,110500,0,0,1,0
541,323,60,RL,SawyerW,2Story,7,1986,1987,Plywood,Plywood,BrkFace,CBlock,TA,LwQ,2730,8,1,Attchd,Fin,2,576,301000,1,1,0,0
542,332,20,RL,NAmes,1Story,5,1958,1992,Wd Sdng,Wd Sdng,None,CBlock,TA,Rec,1056,6,0,Attchd,RFn,1,308,139000,0,0,1,1
543,356,20,RL,CollgCr,1Story,6,1995,1995,VinylSd,VinylSd,None,PConc,Gd,ALQ,1200,6,0,Attchd,RFn,2,521,177500,1,1,0,0
544,358,120,RM,MeadowV,1Story,5,1976,1976,CemntBd,CmentBd,None,PConc,Gd,ALQ,1142,6,1,Attchd,Fin,2,528,134000,1,0,1,1
545,409,60,RL,NridgHt,2Story,7,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,2172,9,1,Attchd,RFn,3,947,280000,1,1,0,0
546,416,20,RL,Gilbert,1Story,7,2007,2007,VinylSd,VinylSd,None,PConc,Gd,GLQ,1340,6,0,Attchd,Fin,2,396,181134,1,1,0,0
547,433,160,RM,BrDale,2Story,5,1971,1971,HdBoard,HdBoard,BrkFace,CBlock,TA,ALQ,1365,6,0,Detchd,Unf,2,440,122500,1,0,1,1
548,475,120,RL,StoneBr,1Story,8,2000,2000,CemntBd,CmentBd,None,PConc,Gd,GLQ,1652,6,0,Attchd,RFn,2,499,251000,1,1,0,0
549,525,60,RL,NoRidge,2Story,7,1996,1997,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,2398,8,1,Attchd,Fin,3,834,315750,1,1,0,0
550,627,20,RL,NAmes,1Story,5,1960,1978,Wd Sdng,Wd Sdng,None,CBlock,TA,Unf,1422,6,1,Attchd,RFn,1,286,139900,1,0,1,1
551,632,120,RL,NridgHt,1Story,8,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1554,6,1,Attchd,RFn,2,627,209500,1,1,0,0
552,667,60,RL,NAmes,2Story,6,1965,1979,Plywood,Plywood,BrkCmn,CBlock,Gd,LwQ,2380,7,1,CarPort,Unf,2,596,129000,1,1,1,1
553,687,60,FV,Somerst,2Story,7,2007,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1761,7,0,Attchd,Fin,2,578,227875,0,0,0,0
554,752,60,RL,Gilbert,2Story,7,2003,2003,VinylSd,VinylSd,None,PConc,Gd,Unf,1320,6,0,Attchd,Fin,2,400,162000,1,1,0,0
555,850,80,RL,Veenker,SLvl,6,1976,1994,Plywood,Plywood,BrkFace,CBlock,TA,Unf,1855,7,1,Attchd,RFn,2,512,187000,0,1,0,1
556,853,75,RL,Crawfor,2.5Unf,7,1941,1950,MetalSd,MetalSd,None,CBlock,TA,Rec,1646,7,2,Detchd,Unf,1,240,164000,1,1,1,1
557,876,60,FV,Somerst,2Story,8,2007,2007,CemntBd,CmentBd,None,PConc,Gd,GLQ,2610,11,1,BuiltIn,Fin,2,550,303477,1,1,0,0
558,905,20,RL,Sawyer,1Story,5,1967,1967,HdBoard,Wd Sdng,BrkFace,CBlock,TA,GLQ,902,6,0,Attchd,Unf,1,288,125500,0,0,1,1
559,914,90,RH,Crawfor,2Story,5,1949,1950,MetalSd,MetalSd,None,CBlock,TA,BLQ,2002,8,0,2Types,Unf,3,871,145000,0,1,1,1
560,943,90,RL,Edwards,1Story,4,1977,1977,MetalSd,MetalSd,None,PConc,Gd,GLQ,1440,8,0,Attchd,Unf,0,0,150000,0,1,1,1
561,956,90,RH,Crawfor,2Story,6,1946,1950,MetalSd,MetalSd,BrkFace,CBlock,Gd,Rec,1958,8,0,Attchd,Unf,2,492,145000,0,1,1,1
562,1013,70,RL,Crawfor,2Story,6,1923,1996,Wd Sdng,Wd Sdng,None,PConc,TA,Unf,1502,7,2,Detchd,Unf,1,180,165000,0,0,1,0
563,1051,20,RL,Gilbert,1Story,7,2007,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1302,6,0,Attchd,Fin,2,436,176485,1,1,0,0
564,1130,90,RM,OldTown,SFoyer,5,1980,1980,MetalSd,MetalSd,BrkFace,CBlock,Gd,GLQ,936,4,0,Detchd,Unf,2,672,140000,1,0,1,1
565,1135,60,RL,Gilbert,2Story,6,1997,1997,VinylSd,VinylSd,None,PConc,Gd,Unf,1600,7,1,Attchd,Fin,2,460,169000,1,1,1,1
566,1231,90,RL,Sawyer,1.5Fin,5,1977,1977,Plywood,Plywood,None,CBlock,Gd,GLQ,2620,12,1,BuiltIn,RFn,2,600,190000,1,1,1,1
567,1343,60,RL,CollgCr,2Story,8,2002,2002,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2169,7,1,Attchd,RFn,2,647,228500,1,1,0,0
568,1349,20,RL,SawyerW,1Story,7,1998,1998,VinylSd,VinylSd,None,PConc,Gd,GLQ,1494,5,1,Attchd,RFn,2,514,215000,1,1,0,0
569,1384,30,RL,Sawyer,1Story,5,1918,2007,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,1416,7,0,Attchd,Unf,2,576,112000,0,1,1,0
570,1388,50,RM,OldTown,1.5Fin,6,1916,1950,Stucco,Stucco,None,BrkTil,TA,Rec,2526,10,1,Detchd,Unf,1,216,136000,0,1,1,0
571,1404,20,RL,Somerst,1Story,8,2007,2007,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1464,6,0,Attchd,Unf,3,754,282922,1,1,0,0
572,1433,30,RL,OldTown,1Story,4,1927,2007,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,968,5,0,Detchd,Unf,1,216,64500,0,1,1,1
573,1456,60,RL,Gilbert,2Story,6,1999,2000,VinylSd,VinylSd,None,PConc,Gd,Unf,1647,7,1,Attchd,RFn,2,460,175000,1,1,1,1
574,177,60,RL,ClearCr,2Story,6,1988,1989,Plywood,Plywood,BrkFace,PConc,Gd,GLQ,2060,8,1,Attchd,Unf,2,521,211000,1,1,0,1
575,197,20,RL,Somerst,1Story,7,2007,2007,CemntBd,CmentBd,Stone,PConc,Ex,GLQ,1726,8,1,Attchd,Fin,3,786,311872,1,1,0,0
576,249,60,RL,CollgCr,2Story,7,2003,2003,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1668,8,0,Attchd,RFn,2,500,180000,1,1,0,0
577,429,20,RL,CollgCr,1Story,7,2007,2007,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1208,6,0,Attchd,RFn,2,628,195400,1,1,0,0
578,456,20,RL,NWAmes,1Story,7,1973,1973,HdBoard,HdBoard,BrkFace,CBlock,TA,ALQ,1242,6,1,Attchd,Unf,2,528,175500,0,0,1,1
579,609,70,RL,Crawfor,2Story,8,1934,1998,BrkFace,Wd Sdng,None,PConc,Gd,BLQ,3194,10,2,Basment,Unf,2,380,359100,0,1,1,1
580,629,60,RL,NAmes,2Story,5,1969,1969,Plywood,Plywood,BrkFace,PConc,Gd,Rec,2080,9,2,Attchd,Unf,2,504,135000,1,0,1,1
581,686,160,RL,StoneBr,2Story,7,1984,1984,HdBoard,HdBoard,None,CBlock,Gd,GLQ,2090,6,1,Attchd,Fin,2,577,207500,1,1,0,0
582,1063,190,RM,OldTown,2Story,5,1900,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,2337,10,0,Detchd,Unf,2,560,90000,1,1,1,1
583,1083,20,RL,CollgCr,1Story,7,2002,2002,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1459,6,1,Attchd,RFn,2,527,192000,1,1,0,0
584,1132,20,RL,Mitchel,1Story,5,1991,1992,HdBoard,HdBoard,None,PConc,Gd,BLQ,974,5,0,Attchd,Unf,0,0,93500,1,0,1,1
585,63,120,RL,NridgHt,1Story,8,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1370,6,1,Attchd,RFn,2,484,202500,1,1,0,0
586,66,60,RL,NridgHt,2Story,8,2004,2005,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,2473,9,1,BuiltIn,RFn,3,852,317000,1,1,0,0
587,113,60,RL,CollgCr,2Story,7,2007,2007,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,2696,10,1,BuiltIn,Fin,3,792,383970,1,1,0,0
588,114,20,RL,Crawfor,1Story,6,1953,1953,Wd Sdng,Wd Sdng,BrkFace,CBlock,Gd,ALQ,2259,7,2,Basment,Unf,2,450,217000,1,1,1,0
589,165,40,RM,OldTown,1Story,6,1926,2004,MetalSd,MetalSd,None,BrkTil,TA,LwQ,1616,5,0,Detchd,Unf,1,216,152000,0,1,1,0
590,254,80,RL,NAmes,SLvl,6,1964,1991,HdBoard,HdBoard,BrkFace,CBlock,Gd,LwQ,1302,7,0,Attchd,RFn,1,309,158000,0,1,1,0
591,524,60,RL,Edwards,2Story,10,2007,2008,CemntBd,CmentBd,Stone,PConc,Ex,GLQ,4676,11,1,BuiltIn,Fin,3,884,184750,1,0,0,0
592,680,20,RL,Sawyer,1Story,5,1961,1961,Wd Sdng,Wd Sdng,BrkFace,CBlock,TA,Rec,988,5,0,Detchd,Unf,2,572,128500,1,0,1,1
593,689,20,RL,StoneBr,1Story,8,2007,2007,MetalSd,MetalSd,BrkFace,PConc,Gd,GLQ,1419,7,1,Attchd,RFn,2,567,392000,0,1,0,0
594,779,90,RH,SawyerW,1Story,5,1977,1977,Plywood,Plywood,BrkFace,Slab,TA,Unf,2020,10,2,Detchd,Unf,2,630,144000,1,1,1,1
595,823,60,RL,Gilbert,2Story,7,2003,2003,VinylSd,VinylSd,None,PConc,Gd,Unf,1733,7,1,BuiltIn,Fin,2,433,225000,1,1,0,0
596,889,20,RL,NAmes,1Story,8,1970,1970,Wd Sdng,Wd Sdng,None,PConc,TA,ALQ,2217,8,1,Attchd,Unf,2,621,268000,0,1,0,0
597,959,20,RL,CollgCr,1Story,7,2003,2003,VinylSd,VinylSd,None,PConc,Gd,GLQ,1337,6,0,Attchd,RFn,2,531,185000,1,1,0,0
598,1052,20,RL,CollgCr,1Story,7,2007,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1316,6,1,Attchd,Fin,2,440,200141,1,1,0,0
599,1098,120,RL,StoneBr,1Story,8,1986,1986,HdBoard,HdBoard,None,CBlock,Gd,Unf,1088,5,0,Attchd,RFn,2,461,170000,1,0,0,0
600,1315,20,RL,Edwards,1Story,4,1954,1954,Wd Sdng,Wd Sdng,None,CBlock,TA,Rec,948,5,1,Detchd,Unf,1,280,119000,0,0,1,1
601,94,190,C (all),OldTown,2.5Unf,6,1910,1998,MetalSd,MetalSd,None,BrkTil,TA,Rec,2291,9,1,Detchd,Unf,2,506,133900,0,1,1,1
602,168,60,RL,NridgHt,2Story,8,2007,2007,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,2161,8,1,Attchd,Fin,3,789,325624,1,0,0,0
603,262,60,RL,CollgCr,2Story,8,2007,2007,CemntBd,CmentBd,Stone,PConc,Ex,Unf,2574,10,1,BuiltIn,Fin,3,868,276000,1,1,0,0
604,331,90,RL,NAmes,1Story,5,1964,1964,HdBoard,HdBoard,BrkFace,CBlock,TA,GLQ,1728,10,0,Detchd,Unf,1,352,119000,0,1,1,1
605,399,30,RM,IDOTRR,1Story,5,1920,1950,MetalSd,MetalSd,None,BrkTil,Fa,Unf,1077,6,0,Detchd,Unf,1,338,67000,0,0,1,1
606,418,70,RL,Crawfor,2Story,6,1918,1950,Wd Sdng,Stucco,None,BrkTil,Gd,BLQ,2624,10,1,Detchd,Unf,3,864,239000,0,1,1,1
607,472,60,RL,NWAmes,2Story,7,1977,1977,WdShing,Plywood,None,CBlock,Gd,Unf,1969,8,1,Attchd,RFn,2,534,190000,0,1,1,1
608,661,60,RL,NWAmes,2Story,7,1976,1976,Plywood,Plywood,BrkFace,CBlock,Gd,Unf,1935,7,1,Attchd,RFn,2,550,197900,0,1,1,1
609,760,60,RL,NoRidge,2Story,8,1995,1995,VinylSd,VinylSd,BrkFace,PConc,Gd,LwQ,2531,9,1,Attchd,RFn,3,752,290000,1,1,0,0
610,851,120,RM,CollgCr,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,848,3,0,Attchd,Fin,2,420,131500,1,0,0,0
611,867,20,RL,Timber,1Story,8,2006,2007,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1646,6,1,Attchd,RFn,3,870,248900,1,1,0,0
612,919,60,RL,SawyerW,2Story,7,1991,1991,HdBoard,HdBoard,None,PConc,Ex,BLQ,2127,8,1,Attchd,RFn,3,833,238000,1,1,0,0
613,948,20,RL,Timber,1Story,8,2002,2003,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1629,9,1,Attchd,Fin,3,808,270000,1,1,0,0
614,978,120,FV,Somerst,1Story,7,2006,2007,VinylSd,VinylSd,None,PConc,Gd,GLQ,1241,4,0,Attchd,Fin,2,569,199900,1,0,0,0
615,1015,20,RL,NAmes,1Story,6,1948,1950,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1082,5,1,Detchd,Unf,1,240,119200,1,0,1,1
616,1109,60,RL,Gilbert,2Story,6,2000,2000,VinylSd,VinylSd,None,PConc,Gd,Unf,1690,7,1,Attchd,RFn,2,463,181000,1,1,1,1
617,1116,20,RL,NridgHt,1Story,8,2007,2007,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,1734,7,1,Attchd,RFn,3,928,318000,1,1,0,0
618,1128,20,RL,Gilbert,1Story,7,2004,2004,VinylSd,VinylSd,None,PConc,Gd,GLQ,1530,7,1,Attchd,Fin,3,630,259000,1,1,0,0
619,1151,20,RL,NAmes,1Story,6,1950,1950,BrkFace,BrkFace,None,CBlock,TA,Unf,932,4,1,Attchd,Unf,1,306,124000,1,0,1,0
620,1192,160,FV,Somerst,2Story,8,1999,2000,MetalSd,MetalSd,BrkFace,PConc,Gd,Unf,1441,5,0,Detchd,Unf,2,492,174000,1,1,0,0
621,1256,50,RM,BrkSide,1.5Fin,6,1931,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,LwQ,1367,6,1,Detchd,Unf,1,560,127500,0,0,1,1
622,1275,50,RL,Crawfor,1.5Fin,5,1910,2003,Wd Sdng,Wd Shng,None,PConc,TA,Unf,1250,8,1,Detchd,Unf,2,552,139000,0,1,1,1
623,1440,60,RL,NWAmes,SLvl,7,1979,1979,HdBoard,HdBoard,BrkFace,CBlock,TA,GLQ,1725,6,1,Attchd,RFn,2,550,197000,0,1,1,1
624,1445,20,RL,CollgCr,1Story,7,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1422,7,0,Attchd,RFn,2,626,179600,1,1,0,0
625,43,85,RL,SawyerW,SFoyer,5,1983,1983,HdBoard,HdBoard,None,CBlock,Gd,ALQ,884,5,0,Attchd,RFn,2,504,144000,0,0,1,0
626,191,70,RL,Crawfor,2Story,8,1932,1994,BrkFace,BrkFace,None,CBlock,Gd,Rec,2727,10,2,Detchd,Unf,2,440,315000,0,1,0,0
627,239,20,RL,NridgHt,1Story,8,2007,2007,VinylSd,VinylSd,BrkFace,PConc,Ex,Unf,1694,7,0,Attchd,Fin,3,818,318000,1,1,0,0
628,252,120,RM,Crawfor,1Story,8,2006,2007,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1625,5,1,Attchd,Fin,2,538,235000,1,1,0,0
629,318,60,FV,Somerst,2Story,8,2006,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1959,8,1,Attchd,RFn,3,1025,270000,1,1,0,0
630,326,45,RM,IDOTRR,1.5Unf,5,1941,1950,MetalSd,MetalSd,None,CBlock,TA,BLQ,803,5,0,Detchd,Unf,2,360,87000,0,0,1,1
